Crisis ID,Type of Community Crisis,What,Where,When,How,Severity,Duration
212,Civil War,armed conflict,"4016 Woodard Heights Suite 980, South Elizabeth, SD 43061",15-01-2022 14:32,insurgency,high,within 6 hours
213,Environmental Hazard,environmental hazard,"436 Sarah Stravenue Suite 347, Calebstad, ID 95583",01-04-2023 23:05,environmental hazard,moderate,within 48 hours
214,Protest,strike,"0177 Singh Rapids Suite 552, Kingfort, NE 16201",19-11-2022 07:31,protest,very low,within 48 hours
215,Terrorist Attack,bombing,"90264 Garcia Circle Apt. 816, Jameshaven, SD 36839",18-10-2021 07:10,bombing,very low,within 12 hours
216,Riot,violent protest,"2675 Michael Lights, South Melissa, TX 54710",08-11-2023 16:13,riot,high,within 36 hours
217,Civil War,warfare,"76915 Trevor Fields Apt. 492, Lake Savannahborough, FL 94554",06-02-2021 15:09,warfare,very low,within 12 hours
218,Crime Spree,criminal outbreak,"3029 Woods Unions, West Anne, WY 64309",22-02-2024 01:37,lawlessness,very high,within 24 hours
219,Civil War,warfare,"3463 Pearson Ford Apt. 343, Stevensontown, OR 86952",02-04-2022 04:58,conflict,very high,within 18 hours
220,Protest,rally,"4610 James Meadow, West Carolynchester, PR 95925",24-06-2023 17:19,rally,low,within 18 hours
221,Protest,strike,"63684 Bailey Row Suite 183, East Scottchester, NE 56833",28-11-2023 04:51,rally,very low,within 6 hours
222,Environmental Hazard,environmental disaster,"4234 Kayla Summit, New Matthew, CT 68817",24-01-2022 20:14,pollution,low,within 18 hours
223,Crime Spree,lawlessness,"456 Rosario Coves Apt. 483, Pereztown, NJ 11865",07-10-2023 05:59,crime wave,moderate,within 36 hours
224,Civil War,warfare,"636 Stone Burgs Apt. 641, West Courtney, WI 90410",05-05-2022 21:43,conflict,very high,within 6 hours
225,Environmental Hazard,pollution,"84384 Goodwin Coves Apt. 579, Howellmouth, NC 72558",09-07-2022 10:41,ecological threat,moderate,within 6 hours
226,Riot,disturbance,"6870 Dominic Forks, Melanieview, GA 53639",18-05-2020 17:10,civil unrest,very high,within 6 hours
227,Civil War,civil war,"52886 Mckenzie Hollow Apt. 554, Lake Nicholaschester, GA 33876",11-01-2020 11:22,civil war,very high,within 48 hours
228,Environmental Hazard,toxic contamination,"1595 Davis Plains, Campbellville, NJ 90474",01-04-2023 19:01,environmental disaster,high,within 18 hours
229,Environmental Hazard,environmental hazard,"9580 Long Cliffs Suite 337, Port John, CT 36929",02-02-2024 17:10,environmental hazard,very low,within 36 hours
230,Labor Strike,worker protest,"681 Charles Extensions, Littlemouth, VA 58286",28-11-2021 01:26,worker protest,very low,within 48 hours
231,Labor Strike,worker protest,"072 Jeremy Hills, North Susanport, MH 30661",06-03-2024 16:17,industrial action,low,within 18 hours
232,Environmental Hazard,environmental hazard,"6097 Laura Rue Suite 863, Michaelchester, VT 51444",03-02-2024 16:55,toxic contamination,very low,within 36 hours
233,Riot,civil unrest,"88799 Johnson Hills, Port Toni, CO 79785",15-10-2020 20:37,disturbance,moderate,within 12 hours
234,Civil War,warfare,"9261 Adams Spurs Apt. 665, Greenehaven, FL 05196",02-12-2020 06:22,warfare,moderate,within 48 hours
235,Crime Spree,lawlessness,"12967 Sanders Square, Davidmouth, AK 87654",02-10-2020 08:54,crime wave,very low,within 24 hours
236,Public Health Emergency,outbreak,"8964 Lowery Parkway Apt. 712, Cynthiafort, MA 65869",29-12-2020 11:35,epidemic,moderate,within 24 hours
237,Public Health Emergency,pandemic,"1890 Gina Port, Jonesport, GA 24408",13-08-2021 20:11,public health emergency,very low,within 36 hours
238,Crime Spree,criminal outbreak,"00480 Johnson Stream Apt. 044, Ramosbury, CO 81922",29-10-2022 05:29,criminal activity,moderate,within 24 hours
239,Civil War,armed conflict,"55408 Robertson Pass, Villanuevaton, HI 20204",13-10-2020 21:30,armed conflict,low,within 18 hours
240,Protest,protest,"165 Reyes Corners Apt. 243, North Justin, MT 35166",31-10-2020 20:07,rally,high,within 12 hours
241,Labor Strike,labor dispute,"PSC 7097, Box 4088, APO AA 89983",04-01-2024 19:22,labor strike,moderate,within 18 hours
242,Public Health Emergency,health crisis,"2887 York Underpass, Jeffreychester, CO 13924",27-01-2023 23:12,pandemic,moderate,within 18 hours
243,Labor Strike,labor dispute,"18697 Rivers Springs Apt. 989, Martinmouth, SD 82193",24-05-2023 03:34,labor strike,very low,within 24 hours
244,Civil War,conflict,"0777 Johnson Flat, Franklinbury, NJ 01292",15-09-2020 22:15,insurgency,very low,within 12 hours
245,Environmental Hazard,ecological threat,"332 Wood Gateway Apt. 371, Brianton, CO 04167",27-08-2022 06:25,pollution,low,within 48 hours
246,Crime Spree,crime wave,"2335 Walker Island Suite 860, Riceview, AR 05440",22-02-2022 07:26,lawlessness,moderate,within 36 hours
247,Protest,march,"7464 Kenneth Center Apt. 031, West Michelle, PW 62658",13-10-2020 05:12,march,moderate,within 12 hours
248,Environmental Hazard,toxic contamination,"0675 Hamilton Keys Suite 085, New Brendafort, ID 18377",07-09-2020 02:16,environmental hazard,moderate,within 48 hours
249,Labor Strike,industrial action,"6474 Vasquez Estates, Port Paulport, VT 89439",27-04-2021 14:23,strike,low,within 24 hours
250,Public Health Emergency,public health emergency,"1881 Carrillo Neck, East Tammyton, DE 57853",16-11-2023 02:50,public health emergency,low,within 48 hours
251,Terrorist Attack,armed assault,"964 Betty Overpass, Christophershire, VA 39437",30-11-2021 11:19,bombing,very low,within 18 hours
252,Terrorist Attack,terrorism,"PSC 4683, Box 6157, APO AE 70282",02-02-2020 18:45,terrorism,low,within 18 hours
253,Crime Spree,crime spree,"70415 Robert Center Suite 349, Port Gregoryburgh, RI 07981",29-09-2021 21:49,criminal activity,moderate,within 18 hours
254,Crime Spree,criminal activity,"859 French Stream Apt. 034, Jonathanmouth, SC 15247",27-02-2021 12:18,crime wave,very high,within 24 hours
255,Crime Spree,criminal activity,"79553 Alicia Ranch, Lake Lisa, KY 21756",19-10-2021 01:45,criminal activity,low,within 6 hours
256,Environmental Hazard,environmental disaster,"66310 Madden Land, North Adrianhaven, AZ 70331",04-02-2023 09:37,toxic contamination,very high,within 12 hours
257,Crime Spree,criminal activity,"292 Buchanan Rue, Carlaville, DE 43880",26-05-2022 02:04,crime spree,very low,within 48 hours
258,Environmental Hazard,environmental disaster,"39742 Bell Locks Suite 497, Newmanborough, OH 12489",13-10-2022 18:23,toxic contamination,low,within 18 hours
259,Crime Spree,criminal outbreak,"12676 Steven Hills, East Amyshire, HI 22512",04-01-2022 23:33,crime wave,very high,within 18 hours
260,Protest,demonstration,"Unit 0437 Box 3244, DPO AE 50112",02-05-2022 05:39,demonstration,very high,within 18 hours
261,Crime Spree,criminal activity,"0375 Shawn Lights Apt. 697, Littletown, GU 44501",09-10-2022 17:34,criminal activity,high,within 6 hours
262,Labor Strike,strike,"565 Wilson Mountain, South Daniel, IA 94089",17-02-2024 01:24,labor dispute,high,within 36 hours
263,Terrorist Attack,bombing,"803 Charles Rest, East Amandatown, NE 29103",27-01-2023 17:09,terrorism,very high,within 24 hours
264,Riot,uprising,"4459 Barrett Ramp, South Jeff, ID 37317",18-10-2022 05:17,disturbance,very high,within 36 hours
265,Civil War,insurgency,"6832 Bobby Point, New Angelatown, UT 93570",31-05-2020 09:44,armed conflict,low,within 48 hours
266,Public Health Emergency,epidemic,"253 Gallagher Estate, Lake Charlesbury, WY 71414",20-11-2022 04:29,public health emergency,low,within 6 hours
267,Environmental Hazard,ecological threat,"08507 James Trafficway, New Cole, OK 18752",14-01-2023 04:03,pollution,low,within 36 hours
268,Protest,strike,"92727 Bruce Mall Apt. 822, New Garrett, IN 57578",02-05-2021 19:50,march,very high,within 48 hours
269,Labor Strike,worker protest,"423 Lindsay Meadows Suite 149, Lake Jeffrey, IA 05608",27-07-2021 16:03,worker protest,moderate,within 36 hours
270,Protest,demonstration,"162 Bennett Course Suite 122, East Jamesberg, MO 25096",04-05-2022 07:48,march,high,within 24 hours
271,Labor Strike,labor dispute,"692 Gonzalez Pike Suite 079, New Peter, TX 69929",03-01-2020 20:41,industrial action,moderate,within 18 hours
272,Public Health Emergency,pandemic,"5098 Dana Brooks, Port Jennifer, FL 90847",08-08-2020 07:51,pandemic,low,within 36 hours
273,Terrorist Attack,armed assault,"73268 Suarez Land, Nicholaschester, RI 23990",02-06-2021 02:12,armed assault,moderate,within 48 hours
274,Riot,uprising,"585 Davis Turnpike, Andrewburgh, NJ 96177",17-04-2020 23:53,riot,very high,within 24 hours
275,Crime Spree,lawlessness,"2753 Gordon Pass Apt. 877, Paulton, WV 43998",10-03-2024 14:25,lawlessness,moderate,within 36 hours
276,Terrorist Attack,terrorism,"PSC 1296, Box 6557, APO AP 52916",14-02-2023 21:29,terrorist attack,very high,within 24 hours
277,Public Health Emergency,epidemic,"987 Valentine Vista, Bryantville, PR 55374",13-09-2022 20:16,pandemic,very high,within 18 hours
278,Environmental Hazard,toxic contamination,"44451 Underwood Alley Apt. 669, Chloestad, FM 41124",09-08-2020 13:30,environmental hazard,very low,within 24 hours
279,Crime Spree,criminal outbreak,"971 Powers Cove Suite 805, New Michaelton, VT 58196",22-03-2024 08:47,criminal activity,low,within 18 hours
280,Riot,civil unrest,"271 Melanie Road, Lake Lisa, SD 98059",29-06-2021 20:05,violent protest,moderate,within 12 hours
281,Civil War,civil war,"87071 Jennifer Stream, Angelhaven, VA 44007",04-01-2021 11:42,civil war,moderate,within 12 hours
282,Environmental Hazard,environmental disaster,"2869 Kristy Flats, Henryburgh, GU 69250",24-09-2021 11:47,pollution,high,within 12 hours
283,Labor Strike,industrial action,"932 Jacob Well Suite 005, North Andreaberg, MT 50769",07-02-2021 11:29,worker protest,very low,within 12 hours
284,Riot,civil unrest,"69139 Brett Vista, New Connor, WA 07888",24-09-2021 09:09,uprising,very high,within 18 hours
285,Labor Strike,strike,"8702 Ryan Point Apt. 123, Danielsmouth, IL 97293",30-09-2023 16:56,industrial action,low,within 48 hours
286,Public Health Emergency,public health emergency,"4974 Paul Plaza Suite 788, Jenniferfort, NJ 73502",11-04-2020 21:24,outbreak,low,within 18 hours
287,Environmental Hazard,environmental hazard,"81323 Steven Crescent Suite 756, Port Laurenstad, OH 37711",09-12-2023 16:11,toxic contamination,high,within 36 hours
288,Crime Spree,lawlessness,"PSC 2046, Box 9463, APO AE 96565",09-02-2022 04:52,crime spree,very high,within 36 hours
289,Crime Spree,criminal activity,"63624 Nguyen Meadows, North Amandaton, MN 72664",19-07-2020 06:14,criminal activity,very high,within 48 hours
290,Protest,rally,"0034 Christopher Spur Apt. 936, Port Ronnietown, TX 84025",11-05-2022 21:38,demonstration,high,within 12 hours
291,Crime Spree,crime wave,"601 Victor Pass Apt. 015, West Tannermouth, IN 41603",09-01-2022 17:04,crime spree,low,within 36 hours
292,Terrorist Attack,terrorist attack,"2026 Burns Fall, Lake Moniqueville, GA 65829",28-01-2023 16:36,terrorism,very low,within 24 hours
293,Civil War,armed conflict,"621 Williams Union, Lewismouth, WY 92357",07-07-2023 15:57,insurgency,very high,within 24 hours
294,Environmental Hazard,environmental hazard,"214 Deborah Street Suite 796, Christophertown, IA 43849",31-07-2021 13:02,environmental disaster,moderate,within 12 hours
295,Terrorist Attack,armed assault,"15253 Sanchez Extension, Christianmouth, PR 85805",01-02-2022 21:04,terrorist attack,high,within 48 hours
296,Protest,march,"Unit 3870 Box 8520, DPO AA 07370",30-12-2020 00:22,march,moderate,within 12 hours
297,Civil War,civil war,"91598 Murphy Ports Suite 739, New Christophertown, GU 57526",02-06-2022 14:56,armed conflict,very low,within 12 hours
298,Terrorist Attack,armed assault,"457 Christopher Loop, North Keith, CA 57467",21-01-2021 17:26,terrorism,very low,within 18 hours
299,Civil War,insurgency,"6199 Middleton Alley, Bakerfurt, SC 11699",15-03-2024 21:51,warfare,very high,within 48 hours
300,Public Health Emergency,public health emergency,"34620 Williams Stream, Wolfefort, DE 03589",30-08-2021 23:18,epidemic,very high,within 12 hours
301,Protest,protest,"19597 Sandra Island, Larsonfurt, GA 31733",13-05-2022 06:59,demonstration,very high,within 24 hours
302,Crime Spree,crime wave,"24492 Kristina Park Apt. 240, East Danielbury, PR 93590",04-01-2021 23:26,criminal activity,very high,within 24 hours
303,Labor Strike,worker protest,"75059 Evans View, Port Jonathan, MI 65573",22-12-2023 01:57,labor dispute,very low,within 6 hours
304,Labor Strike,strike,"434 Shannon Meadow, East Jonathan, MD 80978",14-04-2021 15:14,industrial action,high,within 18 hours
305,Riot,disturbance,"291 John Expressway, Marymouth, FM 61472",23-09-2020 03:40,violent protest,high,within 18 hours
306,Protest,demonstration,"54368 Walsh Stravenue Apt. 419, Lake Stephen, LA 27880",12-02-2021 18:29,demonstration,very low,within 18 hours
307,Public Health Emergency,pandemic,"3175 Johnson Spurs, Bryanhaven, VI 40011",06-01-2022 19:08,outbreak,very low,within 24 hours
308,Civil War,conflict,"264 Deleon Square, Gallaghershire, HI 33823",08-10-2022 16:01,insurgency,low,within 48 hours
309,Protest,march,"0063 Brooks Trail Apt. 939, New Calvinstad, IA 87695",20-01-2022 05:02,rally,high,within 18 hours
310,Crime Spree,crime wave,"545 Williams Stream Suite 648, Baxtershire, MS 65125",18-03-2021 10:02,criminal outbreak,high,within 6 hours
311,Environmental Hazard,environmental hazard,"USNV Lloyd, FPO AP 64654",08-05-2020 17:06,ecological threat,very low,within 12 hours
312,Labor Strike,labor strike,"9219 Charles Rapids Apt. 677, Katherineview, MH 29717",11-08-2023 00:23,strike,high,within 48 hours
313,Protest,demonstration,"9240 Robert Parkways Apt. 654, North Heatherbury, NE 51823",09-08-2023 02:24,protest,very high,within 6 hours
314,Terrorist Attack,terrorist attack,"797 Massey Freeway, Nicholastown, IL 67833",18-02-2021 14:50,terrorism,high,within 18 hours
315,Crime Spree,lawlessness,"593 House Run, West Julieburgh, AL 96538",07-10-2021 10:13,criminal activity,low,within 36 hours
316,Labor Strike,labor dispute,"USCGC Huff, FPO AP 44468",01-04-2021 11:51,industrial action,very high,within 36 hours
317,Public Health Emergency,public health emergency,"73533 Pham Highway, Port Andrea, VA 42423",17-04-2022 08:53,outbreak,moderate,within 36 hours
318,Protest,march,"023 Jesus Meadow Suite 255, Richardsport, WY 86098",02-04-2021 00:18,march,low,within 6 hours
319,Public Health Emergency,epidemic,"64645 Townsend Hill, South Gregoryville, CO 65433",04-10-2022 11:09,outbreak,low,within 24 hours
320,Riot,civil unrest,"85279 Olson Burg, North Kristyview, GU 84785",03-07-2022 09:50,uprising,high,within 48 hours
321,Crime Spree,crime spree,"5924 Kelly Drives Apt. 570, Petersonport, MN 89582",13-03-2024 06:23,crime spree,low,within 24 hours
322,Riot,uprising,"58708 Solis Burgs Suite 600, Santanafurt, TN 31037",24-09-2021 05:51,civil unrest,moderate,within 12 hours
323,Environmental Hazard,environmental disaster,"55995 Melanie Inlet, North Amber, DE 07744",28-03-2020 19:20,ecological threat,high,within 18 hours
324,Environmental Hazard,pollution,"91483 Anna Cliff Apt. 563, Courtneyhaven, VA 46571",30-11-2023 00:18,pollution,very low,within 36 hours
325,Protest,march,"1505 Carlos Well, South Rachel, NY 91566",03-02-2020 13:07,rally,low,within 6 hours
326,Riot,violent protest,"7458 Beth Grove Suite 732, South Shellyberg, WV 18980",02-03-2020 17:50,violent protest,very low,within 36 hours
327,Riot,uprising,"3169 Linda Point Apt. 133, Melanietown, NH 68841",11-10-2021 15:49,violent protest,high,within 48 hours
328,Protest,protest,"6247 Tyler Meadow Suite 573, Port Tammytown, OH 98245",19-02-2021 13:02,march,moderate,within 36 hours
329,Civil War,conflict,"73169 Cynthia Vista Apt. 769, West Territown, MA 05454",15-07-2020 14:39,insurgency,low,within 24 hours
330,Protest,strike,"82902 David Valley Apt. 507, South Michaelland, ID 56651",25-09-2020 22:55,march,high,within 6 hours
331,Terrorist Attack,armed assault,"86514 Adams Fort Suite 220, Danielston, AR 49153",28-12-2022 21:13,armed assault,low,within 18 hours
332,Terrorist Attack,terrorist attack,"44243 Mark Skyway Suite 541, Hollychester, AZ 48997",18-03-2020 01:55,hostage crisis,very low,within 18 hours
333,Protest,march,"52661 Vasquez Port Suite 349, Samanthaview, FM 51444",02-11-2020 10:00,strike,high,within 24 hours
334,Civil War,conflict,"05550 Chad Isle, Jayburgh, MT 76472",11-02-2020 01:04,warfare,moderate,within 48 hours
335,Crime Spree,crime spree,"48595 Mccann Parkways Suite 295, Lake Jamesmouth, MO 90728",11-01-2024 08:24,crime wave,high,within 36 hours
336,Terrorist Attack,bombing,"84587 Hall Crest Apt. 063, South Johnhaven, ID 20934",08-11-2020 21:48,bombing,very low,within 48 hours
337,Crime Spree,criminal outbreak,"PSC 3498, Box 9557, APO AA 95142",29-06-2021 22:51,criminal activity,low,within 18 hours
338,Public Health Emergency,health crisis,"89985 Cassandra Hills Apt. 401, Schwartzhaven, CO 87258",01-06-2022 18:46,public health emergency,low,within 12 hours
339,Riot,violent protest,"PSC 0401, Box 1662, APO AE 26157",21-07-2021 02:47,riot,low,within 6 hours
340,Crime Spree,crime spree,"46253 Nicole Lock, Karenburgh, IA 49809",29-05-2021 01:57,criminal outbreak,very low,within 12 hours
341,Environmental Hazard,pollution,"USS Underwood, FPO AE 40305",21-04-2023 22:30,environmental hazard,very low,within 36 hours
