Crisis ID,Type of Scarcity Crisis,What,Where,When,How,Severity,Duration
188,Fuel Scarcity,fuel scarcity,"9630 Steven Turnpike, Rosaleshaven, UT 51641",05-08-2021 07:45:13,fuel scarcity,moderate,within 72 hours
189,Food Scarcity,food scarcity,"Unit 0558 Box 1361, DPO AE 15752",18-03-2022 23:34:23,shortage of food,very high,within 9 hours
190,Fuel Scarcity,energy crisis,"611 Samantha Harbors, Port Jesse, GA 64733",02-02-2024 03:49:47,fuel supply disruption,high,within 18 hours
191,Water Scarcity,drought,"000 Morgan Orchard, Pearsonbury, OR 89446",28-06-2020 06:54:09,water scarcity,high,within 72 hours
192,Food Scarcity,hunger crisis,"3744 Marshall Union, South Jaclyn, PA 95449",29-12-2021 15:03:50,food scarcity,very low,within 12 hours
193,Water Scarcity,drought,"52279 Lane Loop, Brockborough, UT 01358",25-01-2024 08:24:20,water crisis,high,within 18 hours
194,Energy Scarcity,energy crisis,"19083 Kimberly Underpass Apt. 292, East Moniquefort, TN 52733",21-07-2021 15:32:40,energy scarcity,very high,within 12 hours
195,Food Scarcity,hunger crisis,"8868 Ingram Crescent, West Rebeccaton, FM 61899",11-01-2023 02:27:20,shortage of food,very low,within 72 hours
196,Food Scarcity,hunger crisis,"1019 Chad Underpass, South Laura, TX 47065",01-07-2023 01:42:52,famine,very high,within 48 hours
197,Food Scarcity,food insecurity,"967 Evan Expressway, Deleonside, GU 28571",09-09-2023 12:28:32,hunger crisis,high,within 7 hours
198,Energy Scarcity,energy crisis,"Unit 0124 Box 3459, DPO AE 33693",03-05-2020 05:35:50,energy crisis,high,within 18 hours
199,Water Scarcity,water scarcity,"USNS Moore, FPO AA 89795",05-07-2023 02:49:11,shortage of water,low,within 5 hours
200,Water Scarcity,lack of clean water,"PSC 5750, Box 7358, APO AP 76332",23-01-2021 11:20:30,lack of clean water,low,within 7 hours
201,Fuel Scarcity,fuel supply disruption,"778 Jeffrey Drive Suite 699, Markborough, MS 31096",05-12-2022 22:45:13,shortage of fuel,very low,within 48 hours
202,Food Scarcity,food insecurity,"986 Elizabeth Land Apt. 724, East Jamesmouth, UT 32978",22-05-2023 10:41:39,food scarcity,high,within 5 hours
203,Food Scarcity,food scarcity,"6489 Tina Road, Thompsonborough, PR 02122",16-08-2020 03:04:09,shortage of food,very high,within 48 hours
204,Water Scarcity,water scarcity,"Unit 9543 Box 4962, DPO AE 38552",29-01-2021 00:14:14,water crisis,low,within 9 hours
205,Energy Scarcity,energy crisis,"5174 Kevin Ways, Lake Margaretbury, SD 70143",19-06-2020 09:23:12,power outage,very low,within 5 hours
206,Fuel Scarcity,petrol shortage,"5768 Sandoval Trail Suite 497, North Gregory, ME 25204",21-03-2022 20:44:45,shortage of fuel,low,within 24 hours
207,Water Scarcity,lack of clean water,"480 Kline Valley, Jasonton, MP 14908",02-10-2022 03:40:38,water scarcity,very low,within 24 hours
208,Energy Scarcity,power outage,"62246 Mary Forges Suite 560, Port Justinland, IA 69049",28-12-2021 02:24:11,energy scarcity,very high,within 5 hours
209,Medical Supplies Scarcity,healthcare crisis,"1960 Bailey Turnpike, Calvinfurt, NY 48293",02-12-2020 14:05:47,medical supplies scarcity,high,within 5 hours
210,Water Scarcity,shortage of water,"USNS Clayton, FPO AP 78283",14-07-2023 22:23:26,shortage of water,high,within 24 hours
211,Energy Scarcity,power outage,"PSC 6467, Box 1177, APO AP 77177",15-08-2022 18:49:20,shortage of energy,low,within 5 hours
212,Fuel Scarcity,fuel scarcity,"USS Hall, FPO AE 94243",02-12-2021 04:52:34,energy crisis,moderate,within 48 hours
213,Energy Scarcity,power outage,"486 Stephanie Plain Suite 911, West Paulaville, AZ 80880",25-04-2022 11:42:12,energy crisis,very low,within 7 hours
214,Fuel Scarcity,petrol shortage,"278 Simmons Vista Suite 848, West Wayne, AL 67596",05-07-2021 13:16:16,energy crisis,low,within 72 hours
215,Medical Supplies Scarcity,medical supplies scarcity,"75452 Gutierrez Pass, South Roseburgh, PR 78138",01-09-2023 08:51:05,healthcare crisis,very high,within 48 hours
216,Water Scarcity,drought,"2220 Steele Mission Apt. 536, Sheriland, KY 58444",01-06-2021 06:24:52,shortage of water,low,within 72 hours
217,Food Scarcity,food insecurity,"538 Hogan Views, Lake Tamaraville, MH 87136",16-09-2020 12:36:26,hunger crisis,high,within 18 hours
218,Fuel Scarcity,fuel supply disruption,"7727 Alvarez Grove Apt. 409, Melissaview, UT 76295",24-01-2022 19:44:21,petrol shortage,low,within 18 hours
219,Food Scarcity,shortage of food,"239 Monica Unions Apt. 152, Brandtfurt, OR 48004",23-05-2020 02:01:03,hunger crisis,moderate,within 12 hours
220,Fuel Scarcity,fuel supply disruption,"7161 Bates Well Apt. 943, Darleneside, LA 59195",19-02-2024 14:17:54,petrol shortage,very high,within 7 hours
221,Fuel Scarcity,shortage of fuel,"2520 Mullins Forge Suite 289, East Jasmine, FL 91661",29-03-2024 21:38:04,petrol shortage,very low,within 48 hours
222,Food Scarcity,shortage of food,"5351 Frank Avenue Suite 478, East Rebecca, KS 99020",06-09-2020 17:03:30,food insecurity,very high,within 5 hours
223,Water Scarcity,water crisis,"2407 Smith Viaduct, Sandraberg, MN 71672",03-11-2022 09:17:26,shortage of water,very low,within 9 hours
224,Medical Supplies Scarcity,healthcare crisis,"9571 Watkins Courts, Torresshire, VA 30868",09-12-2023 16:44:06,shortage of medical equipment,very high,within 18 hours
225,Medical Supplies Scarcity,medical supply shortage,"40580 Coleman Lake, North Nancy, MT 21604",18-04-2023 11:44:35,shortage of medical equipment,very high,within 18 hours
226,Fuel Scarcity,shortage of fuel,"4350 Holmes Lodge Apt. 092, Terriborough, AK 72219",08-04-2021 03:02:21,energy crisis,very high,within 7 hours
227,Fuel Scarcity,petrol shortage,"701 Doyle Knolls Apt. 967, North Aaron, NJ 01270",23-03-2022 19:30:14,fuel supply disruption,very low,within 9 hours
228,Water Scarcity,shortage of water,"6505 Merritt Keys, Port Amanda, UT 30897",04-05-2020 07:57:36,drought,low,within 48 hours
229,Energy Scarcity,shortage of energy,"4250 Julie Plains, Shepherdhaven, VT 61115",16-01-2022 00:14:45,lack of electricity,very high,within 12 hours
230,Medical Supplies Scarcity,lack of medicines,"684 Costa Locks Apt. 593, Mariaburgh, MT 96542",18-06-2023 13:52:36,medical supplies scarcity,moderate,within 5 hours
231,Fuel Scarcity,shortage of fuel,"903 Braun Glens, South Erin, AZ 26188",30-08-2021 11:25:08,fuel scarcity,moderate,within 5 hours
232,Medical Supplies Scarcity,healthcare crisis,"538 Stevens Ville, Williamsburgh, HI 65579",29-03-2021 03:45:47,healthcare crisis,high,within 9 hours
233,Energy Scarcity,lack of electricity,"8154 Cody Walks, Jamesmouth, ID 35075",25-06-2020 07:10:44,energy crisis,low,within 48 hours
234,Food Scarcity,shortage of food,"53997 Myers Vista Suite 656, Marthabury, RI 03166",21-08-2021 16:28:07,hunger crisis,very high,within 12 hours
235,Energy Scarcity,power outage,"94078 Kristy Lane Suite 882, Alvarezberg, PR 32648",29-11-2021 01:04:25,lack of electricity,moderate,within 72 hours
236,Energy Scarcity,lack of electricity,"667 Mark Greens Apt. 864, Taylorside, CO 87611",21-02-2021 20:19:23,lack of electricity,low,within 24 hours
237,Medical Supplies Scarcity,medical supplies scarcity,"73287 Victoria Mountain, Erinville, PR 89574",27-03-2023 00:35:04,medical supply shortage,high,within 48 hours
238,Energy Scarcity,lack of electricity,"5685 Gregory Passage Suite 220, North Lorifort, ME 77767",02-08-2020 15:24:44,energy scarcity,very low,within 24 hours
239,Water Scarcity,water crisis,"9391 Rodriguez Pike Apt. 210, New Danielport, MH 76508",17-08-2020 00:29:10,water scarcity,high,within 12 hours
240,Energy Scarcity,power outage,"32128 Blake Via Apt. 432, Adamhaven, AK 19286",01-11-2022 18:19:14,energy scarcity,very high,within 12 hours
241,Water Scarcity,shortage of water,"PSC 2534, Box 2290, APO AE 52791",06-05-2020 22:33:57,lack of clean water,high,within 48 hours
242,Food Scarcity,shortage of food,"465 Rebecca Drives Suite 401, West Charlesmouth, AR 80752",09-03-2020 15:34:37,hunger crisis,very high,within 18 hours
243,Fuel Scarcity,energy crisis,"51600 Mcclure Circle, North Tylershire, IN 77741",23-07-2021 00:48:01,energy crisis,very low,within 18 hours
244,Food Scarcity,shortage of food,"3845 Jarvis Fall, Adamsfort, ID 33127",30-10-2022 09:35:35,food insecurity,high,within 18 hours
245,Water Scarcity,drought,"0277 Jennifer Spur, Costaberg, MA 47443",05-06-2021 17:03:49,water scarcity,very high,within 5 hours
246,Food Scarcity,famine,"39139 Adams Passage, Port Davidburgh, PW 72128",13-02-2020 06:30:42,food scarcity,very high,within 48 hours
247,Medical Supplies Scarcity,healthcare crisis,"861 Gutierrez Manor, Pricebury, UT 70883",29-03-2020 06:53:48,lack of medicines,very low,within 72 hours
248,Water Scarcity,shortage of water,"15332 Turner View, Lake Heather, NM 43630",20-09-2020 10:46:05,shortage of water,very low,within 9 hours
249,Medical Supplies Scarcity,medical supplies scarcity,"27640 Erika Parkways, Grayshire, CO 03812",04-04-2022 09:27:49,medical supplies scarcity,very low,within 12 hours
250,Energy Scarcity,power outage,"753 Mitchell Station, Grantbury, WV 42460",09-04-2021 08:33:52,shortage of energy,low,within 72 hours
251,Water Scarcity,shortage of water,"USNS Brown, FPO AA 18130",20-03-2020 06:07:48,lack of clean water,moderate,within 72 hours
252,Water Scarcity,water crisis,"338 Peter Mountains Suite 713, Port Randy, MI 25400",28-01-2021 06:50:47,water scarcity,very high,within 9 hours
253,Food Scarcity,food insecurity,"815 Lindsay Fords Suite 095, East Rebecca, AK 64867",02-06-2021 00:35:09,shortage of food,very low,within 7 hours
254,Energy Scarcity,lack of electricity,"583 Burton Divide, Lake Lisaborough, TN 02065",09-12-2020 01:41:31,power outage,low,within 72 hours
255,Medical Supplies Scarcity,medical supplies scarcity,"087 Anthony Brook, Stevensshire, GU 63498",05-04-2024 17:21:38,medical supply shortage,moderate,within 18 hours
256,Water Scarcity,shortage of water,"Unit 2176 Box 2268, DPO AE 35621",04-12-2022 19:07:23,lack of clean water,moderate,within 12 hours
257,Water Scarcity,water crisis,"981 Hale Village, North Jessicaburgh, ND 64685",21-12-2021 02:02:40,water crisis,high,within 48 hours
258,Food Scarcity,food insecurity,"51540 Troy Forges, East Morganburgh, AR 72781",22-04-2023 04:10:56,shortage of food,moderate,within 48 hours
259,Energy Scarcity,energy scarcity,"21462 Samantha Rest, Randychester, ME 44537",22-07-2023 15:18:26,energy scarcity,low,within 5 hours
260,Energy Scarcity,lack of electricity,"413 Thomas Glens, West Nicholas, HI 28795",01-11-2021 04:31:15,energy crisis,low,within 24 hours
261,Food Scarcity,famine,"341 Saunders Ridges Apt. 272, Andersonfort, SC 35297",13-04-2021 19:58:48,food scarcity,very low,within 24 hours
262,Medical Supplies Scarcity,shortage of medical equipment,"135 Linda Viaduct, Lake Denise, VI 46214",29-04-2022 06:05:31,medical supplies scarcity,low,within 5 hours
263,Food Scarcity,food insecurity,"9918 Kelly Loop, Lake Sandra, WY 21057",16-03-2021 10:20:36,hunger crisis,very high,within 18 hours
264,Fuel Scarcity,fuel scarcity,"166 Michael Rapid, Smithmouth, KS 14140",21-02-2020 07:51:29,fuel supply disruption,very low,within 12 hours
265,Fuel Scarcity,fuel scarcity,"21876 Diaz Pine, Brownmouth, NV 57492",12-05-2023 21:02:10,fuel scarcity,high,within 5 hours
266,Food Scarcity,food insecurity,"29450 Nicole Pines, Bakerfurt, WA 25913",19-10-2022 15:21:57,famine,moderate,within 12 hours
267,Medical Supplies Scarcity,shortage of medical equipment,"86976 Zachary Plains, Lake Amanda, MN 11874",09-08-2020 18:36:20,shortage of medical equipment,moderate,within 72 hours
268,Water Scarcity,lack of clean water,"1727 Mckinney Lane Apt. 495, New Jonathan, PR 03043",02-09-2020 07:13:06,lack of clean water,moderate,within 72 hours
269,Water Scarcity,water scarcity,"413 Timothy Pine Apt. 581, South Cory, NY 60888",21-04-2022 05:36:26,lack of clean water,moderate,within 48 hours
270,Food Scarcity,food insecurity,"9037 Carly Turnpike, North Henry, MA 83007",19-03-2021 11:56:38,hunger crisis,very low,within 24 hours
271,Medical Supplies Scarcity,healthcare crisis,"5828 Jacob Village Suite 521, Curtisfort, SC 32014",09-10-2023 08:23:25,shortage of medical equipment,moderate,within 24 hours
272,Medical Supplies Scarcity,medical supplies scarcity,"USS Carter, FPO AP 15405",14-11-2020 05:57:21,lack of medicines,moderate,within 5 hours
273,Fuel Scarcity,shortage of fuel,"5544 William Run Apt. 381, Simpsonstad, MP 63706",23-01-2023 17:18:37,petrol shortage,high,within 18 hours
274,Medical Supplies Scarcity,lack of medicines,"34092 Morrison Burgs, South Terrishire, MT 74402",01-03-2024 23:44:19,lack of medicines,very high,within 12 hours
275,Food Scarcity,famine,"91942 Briggs Loaf, Thomashaven, GA 06324",04-02-2023 14:55:32,famine,low,within 9 hours
276,Energy Scarcity,shortage of energy,"01097 Henry Island Suite 558, Port Joseph, FM 91874",17-06-2023 04:32:22,shortage of energy,very high,within 9 hours
277,Food Scarcity,food scarcity,"01280 Keith Ridge, West Danaville, GU 67412",17-07-2022 04:06:05,shortage of food,very high,within 12 hours
278,Energy Scarcity,shortage of energy,"41479 James Shore Apt. 349, Henryborough, KY 15579",23-09-2023 03:52:17,lack of electricity,very low,within 48 hours
279,Food Scarcity,shortage of food,"79521 Christian Estates, South Nicoleview, TX 68639",31-05-2021 15:14:04,food scarcity,moderate,within 48 hours
280,Medical Supplies Scarcity,medical supply shortage,"7743 Chris Courts Apt. 016, Fryburgh, OH 10029",20-03-2022 22:54:33,medical supplies scarcity,low,within 72 hours
281,Water Scarcity,water scarcity,"9729 Mary Courts Apt. 819, Banksburgh, CT 70520",24-02-2020 19:06:00,lack of clean water,very low,within 18 hours
282,Fuel Scarcity,fuel supply disruption,"0136 Leah Prairie Suite 612, Lake Kimberlytown, MA 83409",02-09-2021 08:37:53,shortage of fuel,high,within 24 hours
283,Fuel Scarcity,shortage of fuel,"86123 Jackson Haven, Monroeside, FL 38364",25-09-2023 04:33:05,fuel scarcity,high,within 5 hours
284,Fuel Scarcity,fuel supply disruption,"0650 Carson Tunnel, Snyderstad, MT 98093",04-05-2020 00:54:48,energy crisis,low,within 24 hours
285,Fuel Scarcity,energy crisis,"486 Michael Avenue, Penashire, NH 90784",17-02-2022 08:17:27,fuel supply disruption,very low,within 5 hours
286,Food Scarcity,food insecurity,"932 Villanueva Trace, Ericaville, VT 42570",21-06-2020 13:37:30,famine,low,within 12 hours
287,Food Scarcity,shortage of food,"181 Harper Drives, New David, PR 47118",15-07-2023 21:25:34,shortage of food,very low,within 72 hours
288,Food Scarcity,shortage of food,"0001 Betty Oval Suite 116, Andersontown, AR 15739",02-04-2023 03:53:04,food insecurity,low,within 7 hours
289,Water Scarcity,shortage of water,"PSC 7413, Box 4297, APO AE 35802",16-05-2020 10:03:36,water crisis,high,within 7 hours
290,Water Scarcity,drought,"806 James Canyon, Taylorborough, MS 50250",01-02-2023 01:06:56,shortage of water,very low,within 12 hours
291,Energy Scarcity,shortage of energy,"0846 Cole Inlet, Port Robert, MH 54137",02-06-2022 10:17:47,power outage,low,within 48 hours
292,Energy Scarcity,power outage,"PSC 3253, Box 0702, APO AP 13552",14-05-2021 06:25:16,power outage,very low,within 18 hours
293,Energy Scarcity,shortage of energy,"5972 Mackenzie Trail, North John, RI 72062",03-12-2022 17:12:05,lack of electricity,low,within 7 hours
294,Water Scarcity,shortage of water,"37905 Murillo Fall, Medinaburgh, PA 23942",10-04-2021 18:04:10,drought,very high,within 12 hours
295,Medical Supplies Scarcity,healthcare crisis,"192 Joseph Meadows Apt. 227, North Kristinland, PW 66360",22-03-2023 11:49:04,medical supplies scarcity,moderate,within 18 hours
296,Medical Supplies Scarcity,shortage of medical equipment,"694 Lisa Walk Suite 967, New Leahchester, NC 80958",22-12-2023 11:09:54,lack of medicines,very high,within 24 hours
297,Energy Scarcity,lack of electricity,"9764 Boyd Square Suite 931, East Matthew, WI 07406",02-08-2021 18:48:02,shortage of energy,low,within 9 hours
298,Water Scarcity,drought,"931 Peters Valley Suite 523, South Alexandra, ME 28366",29-10-2023 19:14:56,water crisis,low,within 5 hours
299,Fuel Scarcity,fuel supply disruption,"PSC 3336, Box 2962, APO AA 09920",01-05-2022 19:21:59,petrol shortage,moderate,within 12 hours
300,Fuel Scarcity,fuel scarcity,"Unit 5095 Box 7040, DPO AP 57843",24-06-2022 02:07:01,energy crisis,low,within 5 hours
301,Water Scarcity,lack of clean water,"448 Anthony Summit, Hughesmouth, UT 70036",07-09-2023 09:08:31,water scarcity,very high,within 72 hours
302,Energy Scarcity,shortage of energy,"707 Sarah Pass, Joshuamouth, WV 50195",05-06-2022 19:30:30,energy scarcity,low,within 9 hours
303,Medical Supplies Scarcity,lack of medicines,"659 Stephens Keys, Port Victorbury, MH 16780",15-02-2024 05:38:18,medical supplies scarcity,high,within 24 hours
304,Food Scarcity,shortage of food,"68703 Solomon Valley Apt. 935, Davisview, OH 47620",24-11-2020 09:57:27,shortage of food,low,within 5 hours
305,Fuel Scarcity,energy crisis,"82073 Alexander Mall Suite 989, North Kimberlyview, NY 50537",17-09-2021 17:33:44,fuel supply disruption,very low,within 18 hours
306,Medical Supplies Scarcity,medical supplies scarcity,"512 Wright Meadow Suite 821, Billyberg, MO 19611",15-01-2023 06:16:44,medical supply shortage,moderate,within 7 hours
307,Food Scarcity,food insecurity,"Unit 6446 Box 6343, DPO AA 42057",17-09-2020 11:41:39,food insecurity,very low,within 5 hours
308,Food Scarcity,food insecurity,"PSC 9803, Box 9031, APO AP 93930",23-02-2023 19:34:10,shortage of food,low,within 72 hours
